"gene_id","gene_symbol","gene_name"
"MMT00057645","Ddx50","DEAD (Asp-Glu-Ala-Asp) box polypeptide 50"
"MMT00057649","9030409E16Rik","RIKEN cDNA 9030409E16 gene"
"MMT00057659","C130039O16Rik","RIKEN cDNA C130039O16 gene"
"MMT00057660","1700030J22Rik","RIKEN cDNA 1700030J22 gene"
"MMT00057665","ORF63","open reading frame 63"
"MMT00057669","Rbks","ribokinase"
"MMT00057671","1200002M06Rik","RIKEN cDNA 1200002M06 gene"
"MMT00057673","Vps4a","vacuolar protein sorting 4a (yeast)"
"MMT00057679","Dncl2b","dynein, cytoplasmic, light chain 2B"
"MMT00057682","Atp5o","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
"MMT00057688","Myo1c","myosin IC"
"MMT00057696","LOC223706",NA
"MMT00057697","Olfr1055","olfactory receptor 1055"
"MMT00057698","Tulp2","tubby-like protein 2"
"MMT00057699","Papln","papilin, proteoglycan-like sulfated glycoprotein"
"MMT00057701","Trpv4","transient receptor potential cation channel, subfamily V, member 4"
"MMT00057715","Fhl4","four and a half LIM domains 4"
"MMT00057719","Acadsb","acyl-Coenzyme A dehydrogenase, short/branched chain"
"MMT00057721",NA,NA
"MMT00057729","Ift172",NA
"MMT00057734","Ddx27","DEAD (Asp-Glu-Ala-Asp) box polypeptide 27"
"MMT00057740","Nol4","nucleolar protein 4"
"MMT00057741","Pus1","pseudouridine synthase 1"
"MMT00057746","5430405K24Rik","RIKEN cDNA 5430405K24 gene"
"MMT00057757","Ubqln2","ubiquilin 2"
"MMT00057759","Pde6d","phosphodiesterase 6D, cGMP-specific, rod, delta"
"MMT00057761","2310015N07Rik","RIKEN cDNA 2310015N07 gene"
"MMT00057764","Sphk1","sphingosine kinase 1"
"MMT00057774","Olfr654","olfactory receptor 654"
"MMT00057780","Rbbp7","retinoblastoma binding protein 7"
"MMT00057788","Arfgef2","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)"
"MMT00057789","3110049J23Rik","RIKEN cDNA 3110049J23 gene"
"MMT00057790",NA,NA
"MMT00057793",NA,NA
"MMT00057794",NA,NA
"MMT00057796","6030441H18",NA
"MMT00057798","Pdcd11","programmed cell death protein 11"
"MMT00057799","6330409N04Rik","RIKEN cDNA 6330409N04 gene"
"MMT00057805","V1rg6","vomeronasal 1 receptor, G6"
"MMT00057809","BC011209","cDNA sequence BC011209"
"MMT00057812","Crebl1","cAMP responsive element binding protein-like 1"
"MMT00057821","5730507A09Rik","RIKEN cDNA 5730507A09 gene"
"MMT00057822","Wars","tryptophanyl-tRNA synthetase"
"MMT00057827","Asb17","ankyrin repeat and SOCS box-containing protein 17"
"MMT00057828",NA,NA
"MMT00057832",NA,NA
"MMT00057853","Obox6","oocyte specific homeobox 6"
"MMT00057860","Snrp116",NA
"MMT00057865","Robo3","roundabout homolog 3 (Drosophila)"
"MMT00057873","BB128963","expressed sequence BB128963"
"MMT00057878","AA407659","expressed sequence AA407659"
"MMT00057879","Keg1","kidney expressed gene 1"
"MMT00057904",NA,NA
"MMT00057917","2300002M23Rik","RIKEN cDNA 2300002M23 gene"
"MMT00057918",NA,NA
"MMT00057919",NA,NA
"MMT00057923","A230109K23Rik","RIKEN cDNA A230109K23 gene"
"MMT00057926","Apba2","amyloid beta (A4) precursor protein-binding, family  A, member 2"
"MMT00057928","Mafb","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
"MMT00057929","Tmem16d","transmembrane protein 16D (eight membrane-spanning domains)"
"MMT00057935","Gtf2h2","general transcription factor II H, polypeptide 2"
"MMT00057945","Mcee","methylmalonyl CoA epimerase"
"MMT00057948","Guca2b","guanylate cyclase activator 2b (retina)"
"MMT00057949",NA,NA
"MMT00057952",NA,NA
"MMT00057954","Defb2","defensin beta 2"
"MMT00057958","Cpne8","copine VIII"
"MMT00057961",NA,NA
"MMT00057967",NA,NA
"MMT00057976","Hoxa5","homeo box A5"
"MMT00057984",NA,NA
"MMT00057985","Dmap1","DNA methyltransferase 1-associated protein 1"
"MMT00057990","Igfbpl1","insulin-like growth factor binding protein-like 1"
"MMT00057992",NA,NA
"MMT00058000","2010200O16Rik","RIKEN cDNA 2010200O16 gene"
"MMT00058002","V1rc32","vomeronasal 1 receptor, C32"
"MMT00058003","Kif16a","kinesin family member 16A"
"MMT00058005","Oas2","2'-5' oligoadenylate synthetase 2"
"MMT00058009","Hoxc4","homeo box C4"
"MMT00058011","Trim12","tripartite motif protein 12"
"MMT00058015","Tcp11","t-complex protein 11"
"MMT00058016","2310028H24Rik","RIKEN cDNA 2310028H24 gene"
"MMT00058021","Dnaic1","dynein, axonemal, intermediate chain 1"
"MMT00058023","Dsg3","desmoglein 3"
"MMT00058026",NA,NA
"MMT00058031","Sbp","spermine binding protein"
"MMT00058032","Hist1h3b","histone 1, H3b"
"MMT00058036","2410014A08Rik","RIKEN cDNA 2410014A08 gene"
"MMT00058047","Olfr71","olfactory receptor 71"
"MMT00058053","2310050B20Rik","RIKEN cDNA 2310050B20 gene"
"MMT00058054","Olfr843","olfactory receptor 843"
"MMT00058055","2210016L21Rik","RIKEN cDNA 2210016L21 gene"
"MMT00058056","Trappc5","trafficking protein particle complex 5"
"MMT00058057","Dsg1a","desmoglein 1 alpha"
"MMT00058062","1300010O06Rik","RIKEN cDNA 1300010O06 gene"
"MMT00058063","Olfr767","olfactory receptor 767"
"MMT00058068","Crsp8","cofactor required for Sp1 transcriptional activation, subunit 8"
"MMT00058074","B930011H20Rik","RIKEN cDNA B930011H20 gene"
"MMT00058075","C230096C10Rik","RIKEN cDNA C230096C10 gene"
"MMT00058079","Hpn","hepsin"
"MMT00058081","4930517K23Rik","RIKEN cDNA 4930517K23 gene"
"MMT00058084",NA,"gene model 561, (NCBI)"
"MMT00058090","1700063K16Rik","RIKEN cDNA 1700063K16 gene"
"MMT00058093","Sdfr2","stromal cell derived factor receptor 2"
"MMT00058094","Sdf4","stromal cell derived factor 4"
"MMT00058095","Rock1","Rho-associated coiled-coil forming kinase 1"
"MMT00058096","Rras2","related RAS viral (r-ras) oncogene homolog 2"
"MMT00058099",NA,NA
"MMT00058100","Suhw3","suppressor of hairy wing homolog 3 (Drosophila)"
"MMT00058109","Kctd4","potassium channel tetramerisation domain containing 4"
"MMT00058113","4831403C07Rik","RIKEN cDNA 4831403C07 gene"
"MMT00058118","Ahi1","Abelson helper integration site"
"MMT00058122","Ubap2","ubiquitin-associated protein 2"
"MMT00058126","BC023892","cDNA sequence BC023892"
"MMT00058130","Pik3c2a","phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide"
"MMT00058138","Maf1",NA
"MMT00058145","BC026370","cDNA sequence BC026370"
"MMT00058148","2310026J01Rik","RIKEN cDNA 2310026J01 gene"
"MMT00058155","4732472I07Rik","RIKEN cDNA 4732472I07 gene"
"MMT00058158","Tp53i11","tumor protein p53 inducible protein 11"
"MMT00058160","Etv3","ets variant gene 3"
"MMT00058171","BC003332","cDNA sequence BC003332"
"MMT00058179","8030443D09Rik","RIKEN cDNA 8030443D09 gene"
"MMT00058187","Erbb2ip","Erbb2 interacting protein"
"MMT00058193","2610311B01Rik","RIKEN cDNA 2610311B01 gene"
"MMT00058198","6720430O15",NA
"MMT00058199",NA,NA
"MMT00058206","Tm7sf4","transmembrane 7 superfamily member 4"
"MMT00058220",NA,NA
"MMT00058222","C820005L12Rik","RIKEN cDNA C820005L12 gene"
"MMT00058229","Bmp10","bone morphogenetic protein 10"
"MMT00058230","Sfxn1","sideroflexin 1"
"MMT00058234","Ndufv1","NADH dehydrogenase (ubiquinone) flavoprotein 1"
"MMT00058238","Dtymk","deoxythymidylate kinase"
"MMT00058240","Hspcb","heat shock protein 1, beta"
"MMT00058242",NA,NA
"MMT00058246","Ucn3","urocortin 3"
"MMT00058251","Spin","spindlin"
"MMT00058254","1110018G07Rik","RIKEN cDNA 1110018G07 gene"
"MMT00058260","Zfp46","zinc finger protein 46"
"MMT00058261","Rpl11","ribosomal protein L11"
"MMT00058265","Smyd1","SET and MYND domain containing 1"
"MMT00058269","Tas2r105","taste receptor, type 2, member 105"
"MMT00058274","Bcdo2","beta-carotene 9', 10'-dioxygenase 2"
"MMT00058276","Card4","caspase recruitment domain 4"
"MMT00058285","Zfp40","zinc finger protein 40"
"MMT00058286","Xpo5","exportin 5"
"MMT00058299","C330043M08",NA
"MMT00058300","0710001C05Rik","RIKEN cDNA 0710001C05 gene"
"MMT00058311","Psma5","proteasome (prosome, macropain) subunit, alpha type 5"
"MMT00058314","Map3k8","mitogen activated protein kinase kinase kinase 8"
"MMT00058315","Mphosph1","M-phase phosphoprotein 1"
"MMT00058319","5730408I21Rik","RIKEN cDNA 5730408I21 gene"
"MMT00058325","Cdc14b","CDC14 cell division cycle 14 homolog B (S. cerevisiae)"
"MMT00058326","1110068E08Rik","RIKEN cDNA 1110068E08 gene"
"MMT00058327","Reps2","RalBP1 associated Eps domain containing protein 2"
"MMT00058328","Znrf2",NA
"MMT00058330","Olfr281","olfactory receptor 281"
"MMT00058333","Pkd1","polycystic kidney disease 1 homolog"
"MMT00058337","BC067047","cDNA sequence BC067047"
"MMT00058338","2610524B01Rik","RIKEN cDNA 2610524B01 gene"
"MMT00058339","Sit",NA
"MMT00058341","Plcg1","phospholipase C, gamma 1"
"MMT00058342","C730007L20Rik","RIKEN cDNA C730007L20 gene"
"MMT00058344",NA,NA
"MMT00058345","E130115J16Rik","RIKEN cDNA E130115J16 gene"
"MMT00058347",NA,NA
"MMT00058352","Tac1","tachykinin 1"
"MMT00058358","1700093K21Rik","RIKEN cDNA 1700093K21 gene"
"MMT00058361","9130014G24",NA
"MMT00058363","Trim29","tripartite motif protein 29"
"MMT00058364","Dlc1","deleted in liver cancer 1"
"MMT00058365","Ghrhr","growth hormone releasing hormone receptor"
"MMT00058368","Olfr1184","olfactory receptor 1184"
"MMT00058369","AW210596","expressed sequence AW210596"
"MMT00058375","Bcl2","B-cell leukemia/lymphoma 2"
"MMT00058377","Muc20","mucin 20"
"MMT00058378","Rnf134","ring finger protein 134"
"MMT00058381","4932441K18",NA
"MMT00058382","Pvrl1","poliovirus receptor-related 1"
"MMT00058385","Grm1","glutamate receptor, metabotropic 1"
"MMT00058389",NA,NA
"MMT00058392",NA,NA
"MMT00058396",NA,NA
"MMT00058399","Tomm7","translocase of outer mitochondrial membrane 7 homolog (yeast)"
"MMT00058407","Abcg4","ATP-binding cassette, sub-family G (WHITE), member 4"
"MMT00058411","Grm1","glutamate receptor, metabotropic 1"
"MMT00058412","Dgkb","diacylglycerol kinase, beta"
"MMT00058413",NA,NA
"MMT00058419","Olfr1054","olfactory receptor 1054"
"MMT00058420","Smc1l2","SMC (structural maintenace of chromosomes 1)-like 2 (S. cerevisiae)"
"MMT00058421","AI481105","expressed sequence AI481105"
"MMT00058422","Map17",NA
"MMT00058424","Alx4","aristaless 4"
"MMT00058428",NA,NA
"MMT00058431","Nog","noggin"
"MMT00058433","1500031L02Rik","RIKEN cDNA 1500031L02 gene"
"MMT00058434","4930567K20Rik","RIKEN cDNA 4930567K20 gene"
"MMT00058436","Dnajb6","DnaJ (Hsp40) homolog, subfamily B, member 6"
"MMT00058439","Dgkb","diacylglycerol kinase, beta"
"MMT00058440",NA,NA
"MMT00058441","Rpl6","ribosomal protein L6"
"MMT00058443","Cml2","camello-like 2"
"MMT00058447","Cmkor1","chemokine orphan receptor 1"
"MMT00058451","Dhx30","DEAH (Asp-Glu-Ala-His) box polypeptide 30"
"MMT00058452","Polr3h","polymerase (RNA) III (DNA directed) polypeptide H"
"MMT00058459","Shprh","SNF2 histone linker PHD RING helicase"
"MMT00058462","Uqcrfs1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"MMT00058467",NA,NA
"MMT00058471","Gle1l","GLE1 RNA export mediator-like (yeast"
"MMT00058475","Gtf2h1","general transcription factor II H, polypeptide 1"
"MMT00058477","Edg1","endothelial differentiation sphingolipid G-protein-coupled receptor 1"
"MMT00058486","Cyp2r1","cytochrome P450, family 2, subfamily r, polypeptide 1"
"MMT00058492","Olfr653","olfactory receptor 653"
"MMT00058493",NA,NA
"MMT00058494",NA,NA
"MMT00058496","Otor","otoraplin"
"MMT00058497","0610009H20Rik","RIKEN cDNA 0610009H20 gene"
"MMT00058498","Cradd","CASP2 and RIPK1 domain containing adaptor with death domain"
"MMT00058500","Zfp93","zinc finger protein 93"
"MMT00058502","Vnn3","vanin 3"
"MMT00058505",NA,NA
"MMT00058511","Arf6","ADP-ribosylation factor 6"
"MMT00058516","Fgfr1op2","FGFR1 oncogene partner 2"
"MMT00058519","Pdcd6ip","programmed cell death 6 interacting protein"
"MMT00058521","AI326800","expressed sequence AI326800"
"MMT00058526","V1rg4","vomeronasal 1 receptor, G4"
"MMT00058530","5830417C01Rik","RIKEN cDNA 5830417C01 gene"
"MMT00058531",NA,NA
"MMT00058532","Dutp","deoxyuridine triphosphatase"
"MMT00058540","Cabp4","calcium binding protein 4"
"MMT00058544","Mfrp","membrane-type frizzled-related protein"
"MMT00058547",NA,NA
"MMT00058549","Wdr17","WD repeat domain 17"
"MMT00058550","Dnm2","dynamin 2"
"MMT00058561","Psma1","proteasome (prosome, macropain) subunit, alpha type 1"
"MMT00058564",NA,NA
"MMT00058570","Armcx3","armadillo repeat containing, X-linked 3"
"MMT00058571","Pccb","propionyl Coenzyme A carboxylase, beta polypeptide"
"MMT00058576","H2-M10.4","histocompatibility 2, M region locus 10.4"
"MMT00058578","B130008E12Rik","RIKEN cDNA B130008E12 gene"
"MMT00058579","Abt1","activator of basal transcription"
"MMT00058580","9630036J22Rik","RIKEN cDNA 9630036J22 gene"
"MMT00058587","C2a",NA
"MMT00058589","Gpr97","G protein-coupled receptor 97"
"MMT00058591","Trip10","thyroid hormone receptor interactor 10"
"MMT00058595",NA,"gene model 1533, (NCBI)"
"MMT00058602",NA,NA
"MMT00058603","Slc11a2","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
"MMT00058604","Gpi1","glucose phosphate isomerase 1"
"MMT00058605","9530014D17Rik","RIKEN cDNA 9530014D17 gene"
"MMT00058610","Bmpr1b","bone morphogenetic protein receptor, type 1B"
"MMT00058614","Pkia","protein kinase inhibitor, alpha"
"MMT00058617","Cideb","cell death-inducing DNA fragmentation factor, alpha subunit-like effector B"
"MMT00058618","Ccnb2","cyclin B2"
"MMT00058619","Dnase1l2","deoxyribonuclease 1-like 2"
"MMT00058620","Calca","calcitonin/calcitonin-related polypeptide, alpha"
"MMT00058622","Ewsh","Ewing sarcoma homolog"
"MMT00058623","Psmc3","proteasome (prosome, macropain) 26S subunit, ATPase 3"
"MMT00058624",NA,"gene model 23, (NCBI)"
"MMT00058629","4931406P16Rik","RIKEN cDNA 4931406P16 gene"
"MMT00058633","Olfr2","olfactory receptor 2"
"MMT00058637","AI462438","expressed sequence AI462438"
"MMT00058639","BC018222","cDNA sequence BC018222"
"MMT00058648","C2b",NA
"MMT00058649","0610009E20Rik","RIKEN cDNA 0610009E20 gene"
"MMT00058650","1110017D15Rik","RIKEN cDNA 1110017D15 gene"
"MMT00058655","2410146L05Rik","RIKEN cDNA 2410146L05 gene"
"MMT00058656","Abcf1","ATP-binding cassette, sub-family F (GCN20), member 1"
"MMT00058658",NA,NA
"MMT00058661","Zfp322a","zinc finger protein 322a"
"MMT00058662","1500011B03Rik","RIKEN cDNA 1500011B03 gene"
"MMT00058664","C2d",NA
"MMT00058665",NA,NA
"MMT00058666","2700023B17Rik","RIKEN cDNA 2700023B17 gene"
"MMT00058669","Wdr40a","WD repeat domain 40A"
"MMT00058673","ORF28","open reading frame 28"
"MMT00058674","Lrrc16","leucine rich repeat containing 16"
"MMT00058675","Gtf2a1","general transcription factor II A, 1"
"MMT00058678","2810411A03Rik","RIKEN cDNA 2810411A03 gene"
"MMT00058679","1810044O22Rik","RIKEN cDNA 1810044O22 gene"
"MMT00058681","Slmap","sarcolemma associated protein"
"MMT00058683","Cenpb","centromere autoantigen B"
"MMT00058684","Rtn4","reticulon 4"
"MMT00058685","Eno2","enolase 2, gamma neuronal"
"MMT00058687","4930563P21Rik","RIKEN cDNA 4930563P21 gene"
"MMT00058688","Rgs6","regulator of G-protein signaling 6"
"MMT00058696","Hoxd11","homeo box D11"
"MMT00058700","Bclaf1","BCL2-associated transcription factor 1"
"MMT00058701","Dnaic1","dynein, axonemal, intermediate chain 1"
"MMT00058705","Sh2d1a","SH2 domain protein 1A"
"MMT00058707","Sipa1l1","signal-induced proliferation-associated 1 like 1"
"MMT00058712","9130214H05Rik","RIKEN cDNA 9130214H05 gene"
"MMT00058713","Idb3","inhibitor of DNA binding 3"
"MMT00058715","S100a6","S100 calcium binding protein A6 (calcyclin)"
"MMT00058718","Exosc10","exosome component 10"
"MMT00058719","Mif","macrophage migration inhibitory factor"
"MMT00058720","2700066J21Rik","RIKEN cDNA 2700066J21 gene"
"MMT00058725","Arpc1b","actin related protein 2/3 complex, subunit 1B"
"MMT00058733","A930025J12Rik","RIKEN cDNA A930025J12 gene"
"MMT00058736","Arpm1",NA
"MMT00058737","Dnmt3b","DNA methyltransferase 3B"
"MMT00058738","Tbc1d5","TBC1 domain family, member 5"
"MMT00058742","Spink4","serine protease inhibitor, Kazal type 4"
"MMT00058752","5430416O09Rik","RIKEN cDNA 5430416O09 gene"
"MMT00058755","1500041J02Rik","RIKEN cDNA 1500041J02 gene"
"MMT00058756","Zdhhc9","zinc finger, DHHC domain containing 9"
"MMT00058757","Hoxb1","homeo box B1"
"MMT00058758","D430025H09Rik","RIKEN cDNA D430025H09 gene"
"MMT00058759","Carhsp1","calcium regulated heat stable protein 1"
"MMT00058760","Olfr837","olfactory receptor 837"
"MMT00058765","Pole","polymerase (DNA directed), epsilon"
"MMT00058766","Hcn4","hyperpolarization-activated, cyclic nucleotide-gated K+ 4"
"MMT00058770","4933425L06Rik","RIKEN cDNA 4933425L06 gene"
"MMT00058773","Usp31","ubiquitin specific protease 31"
"MMT00058774","2610024N01Rik","RIKEN cDNA 2610024N01 gene"
"MMT00058779","A930011G24",NA
"MMT00058780","Stoml1","stomatin-like 1"
"MMT00058781","Plcl2","phospholipase C-like 2"
"MMT00058786","Timm23","translocase of inner mitochondrial membrane 23 homolog (yeast)"
"MMT00058788",NA,NA
"MMT00058789","Tm4sf3","transmembrane 4 superfamily member 3"
"MMT00058792","Loxl1","lysyl oxidase-like 1"
"MMT00058795","1700095K08Rik","RIKEN cDNA 1700095K08 gene"
"MMT00058796","Serpina3a","serine (or cysteine) proteinase inhibitor, clade A, member 3A"
"MMT00058801",NA,NA
"MMT00058803",NA,NA
"MMT00058805","Cacna1f","calcium channel, voltage-dependent, alpha 1F subunit"
"MMT00058815","Hspcb","heat shock protein 1, beta"
"MMT00058819","2810002D13Rik","RIKEN cDNA 2810002D13 gene"
"MMT00058821","Rcl",NA
"MMT00058823","Prkcabp","protein kinase C, alpha binding protein"
"MMT00058829",NA,NA
"MMT00058834","Pkm2","pyruvate kinase, muscle"
"MMT00058841",NA,NA
"MMT00058842","6030419C18Rik","RIKEN cDNA 6030419C18 gene"
"MMT00058848","1700015C15Rik","RIKEN cDNA 1700015C15 gene"
"MMT00058856",NA,NA
"MMT00058865","Syt4","synaptotagmin 4"
"MMT00058866","Plekhc1","pleckstrin homology domain containing, family C (with FERM domain) member 1"
"MMT00058867","Parc","p53-associated parkin-like cytoplasmic protein"
"MMT00058873","1190003K10Rik","RIKEN cDNA 1190003K10 gene"
"MMT00058874",NA,NA
"MMT00058878","2610005H11Rik","RIKEN cDNA 2610005H11 gene"
"MMT00058880","Hmox2","heme oxygenase (decycling) 2"
"MMT00058881","C330043M08",NA
"MMT00058883","AI256711","expressed sequence AI256711"
"MMT00058892","1200009K13Rik","RIKEN cDNA 1200009K13 gene"
"MMT00058895",NA,NA
"MMT00058900","Rtkn","rhotekin"
"MMT00058901",NA,NA
"MMT00058909","Sdfr1","stromal cell derived factor receptor 1"
"MMT00058911","Nxn","nucleoredoxin"
"MMT00058918","Ilf2","interleukin enhancer binding factor 2"
"MMT00058919",NA,NA
"MMT00058920","Cysltr1","cysteinyl leukotriene receptor 1"
"MMT00058923","Fzd8","frizzled homolog 8 (Drosophila)"
"MMT00058926","Tmepai","transmembrane, prostate androgen induced RNA"
"MMT00058927","3110009E18Rik","RIKEN cDNA 3110009E18 gene"
"MMT00058929","Dnajb5","DnaJ (Hsp40) homolog, subfamily B, member 5"
"MMT00058938",NA,NA
"MMT00058941","Calm2","calmodulin 2"
"MMT00058942","Zfpn1a4","zinc finger protein, subfamily 1A, 4 (Eos)"
"MMT00058944","AI429152","expressed sequence AI429152"
"MMT00058945","Gars","glycyl-tRNA synthetase"
"MMT00058949","Cmas","cytidine monophospho-N-acetylneuraminic acid synthetase"
"MMT00058950","Dao1","D-amino acid oxidase"
"MMT00058954","Mtap6","microtubule-associated protein 6"
"MMT00058955","Igsf4b","immunoglobulin superfamily, member 4B"
"MMT00058959","A730008L03Rik","RIKEN cDNA A730008L03 gene"
"MMT00058965","1200009B18Rik","RIKEN cDNA 1200009B18 gene"
"MMT00058973",NA,NA
"MMT00058976","Capza2","capping protein (actin filament) muscle Z-line, alpha 2"
"MMT00058978","Eif2s1","eukaryotic translation initiation factor 2, subunit 1 alpha"
"MMT00058983","Net1","neuroepithelial cell transforming gene 1"
"MMT00058987","Trib2","tribbles homolog 2 (Drosophila)"
"MMT00058992","A930031D07Rik","RIKEN cDNA A930031D07 gene"
"MMT00059002","Htr1d","5-hydroxytryptamine (serotonin) receptor 1D"
"MMT00059006","Map3k5","mitogen activated protein kinase kinase kinase 5"
"MMT00059020","Mgat5","mannoside acetylglucosaminyltransferase 5"
"MMT00059021","2810432D09Rik","RIKEN cDNA 2810432D09 gene"
"MMT00059023","Cd44","CD44 antigen"
"MMT00059030","Scn7a","sodium channel, voltage-gated, type VI, alpha polypeptide"
"MMT00059031","9030611O19Rik","RIKEN cDNA 9030611O19 gene"
"MMT00059035","0610037H22Rik","RIKEN cDNA 0610037H22 gene"
"MMT00059039","Ebf1","early B-cell factor 1"
"MMT00059041",NA,NA
"MMT00059043","4732466D17Rik","RIKEN cDNA 4732466D17 gene"
"MMT00059044","0610040J01Rik","RIKEN cDNA 0610040J01 gene"
"MMT00059046","Mrps35","mitochondrial ribosomal protein S35"
"MMT00059053",NA,NA
"MMT00059054","Lgals1","lectin, galactose binding, soluble 1"
"MMT00059056","1810015M01Rik","RIKEN cDNA 1810015M01 gene"
"MMT00059058","Olfr295","olfactory receptor 295"
"MMT00059060","Ccl3","chemokine (C-C motif) ligand 3"
"MMT00059061","D9Bwg0185e","DNA segment, Chr 9, Brigham & Women's Genetics 0185 expressed"
"MMT00059062","Flot1","flotillin 1"
"MMT00059064","Rabl5","RAB, member of RAS oncogene family-like 5"
"MMT00059071","2610319K07Rik","RIKEN cDNA 2610319K07 gene"
"MMT00059073","Etv1","ets variant gene 1"
"MMT00059074","Top1","topoisomerase (DNA) I"
"MMT00059076","Hk1","hexokinase 1"
"MMT00059077","Oas1a","2'-5' oligoadenylate synthetase 1A"
"MMT00059080","1600012F09Rik","RIKEN cDNA 1600012F09 gene"
"MMT00059082","Rpp30","ribonuclease P/MRP 30kDa subunit (human)"
"MMT00059084","1700121L12Rik","RIKEN cDNA 1700121L12 gene"
"MMT00059085","Map2k4","mitogen activated protein kinase kinase 4"
"MMT00059089","Cyp4f13","cytochrome P450, family 4, subfamily f, polypeptide 13"
"MMT00059097","Sc4mol","sterol-C4-methyl oxidase-like"
"MMT00059098","1700009P13Rik","RIKEN cDNA 1700009P13 gene"
"MMT00059101","Olfr1180","olfactory receptor 1180"
"MMT00059108","Spred2","sprouty protein with EVH-1 domain 2, related sequence"
"MMT00059109","Vps4b","vacuolar protein sorting 4b (yeast)"
"MMT00059115","Mre11a","meiotic recombination 11 homolog A (S. cerevisiae)"
"MMT00059122","Ssfa2","sperm specific antigen 2"
"MMT00059138","BC038058",NA
"MMT00059140","Nov","nephroblastoma overexpressed gene"
"MMT00059141",NA,NA
"MMT00059143",NA,NA
"MMT00059145","Dgke","diacylglycerol kinase, epsilon"
"MMT00059152","Tbx3","T-box 3"
"MMT00059155","Tbx5","T-box 5"
"MMT00059157","Atp1b3","ATPase, Na+/K+ transporting, beta 3 polypeptide"
"MMT00059164","2610524G09Rik","RIKEN cDNA 2610524G09 gene"
"MMT00059171","Rpl7","ribosomal protein L7"
"MMT00059174","Ern2","endoplasmic reticulum (ER) to nucleus signalling 2"
"MMT00059178",NA,NA
"MMT00059180","6030457N17Rik","RIKEN cDNA 6030457N17 gene"
"MMT00059184","C2c",NA
"MMT00059186",NA,NA
"MMT00059189","Dpt","dermatopontin"
"MMT00059193","1200009A02Rik","RIKEN cDNA 1200009A02 gene"
"MMT00059202","Rcn","reticulocalbin"
"MMT00059209",NA,NA
"MMT00059213",NA,NA
"MMT00059215","Polg2","polymerase (DNA directed), gamma 2, accessory subunit"
"MMT00059217","Ccndbp1","cyclin D-type binding-protein 1"
"MMT00059222",NA,NA
"MMT00059223","Usp31","ubiquitin specific protease 31"
"MMT00059226","Fbxo14","F-box only protein 14"
"MMT00059229","Cyp39a1","cytochrome P450, family 39, subfamily a, polypeptide 1"
"MMT00059232",NA,NA
"MMT00059236","C230094A16Rik","RIKEN cDNA C230094A16 gene"
"MMT00059239","Cd2ap","CD2-associated protein"
"MMT00059241","Ehd3","EH-domain containing 3"
"MMT00059245","Rarres1","retinoic acid receptor responder (tazarotene induced) 1"
"MMT00059246","Tubgcp5","tubulin, gamma complex associated protein 5"
"MMT00059249","Mcrs1","microspherule protein 1"
"MMT00059250","1110025I09Rik","RIKEN cDNA 1110025I09 gene"
"MMT00059258","Fscn1","fascin homolog 1, actin bundling protein (Strongylocentrotus) purpuratus)"
"MMT00059266","Nfyb","nuclear transcription factor-Y beta"
"MMT00059273","Lin7b","lin 7 homolog b (C. elegans)"
"MMT00059274","1200011I18Rik","RIKEN cDNA 1200011I18 gene"
"MMT00059278","Insm2","insulinoma-associated 2"
"MMT00059280","Coch","coagulation factor C homolog (Limulus polyphemus)"
"MMT00059295","Cab39","calcium binding protein 39"
"MMT00059297","Tnfaip6","tumor necrosis factor alpha induced protein 6"
"MMT00059300","Defb10","defensin beta 10"
"MMT00059304","Nox3","NADPH oxidase 3"
"MMT00059309","Hoxa2","homeo box A2"
"MMT00059312","Msh4","mutS homolog 4 (E. coli)"
"MMT00059316",NA,NA
"MMT00059326","A530024P18Rik","RIKEN cDNA A530024P18 gene"
"MMT00059328","Igf2","insulin-like growth factor 2"
"MMT00059332","Mtmr1","myotubularin related protein 1"
"MMT00059336","Vps13c","vacuolar protein sorting 13C (yeast)"
"MMT00059339",NA,NA
"MMT00059340","C330016O10Rik","RIKEN cDNA C330016O10 gene"
"MMT00059343","1110017B05Rik","RIKEN cDNA 1110017B05 gene"
"MMT00059345","Ang3","angiogenin, ribonuclease A family, member 3"
"MMT00059350","Sall1","sal-like 1 (Drosophila)"
"MMT00059353","Rpl38","ribosomal protein L38"
"MMT00059354","Mllt2h","homolog of human MLLT2 unidentified gene"
"MMT00059357","Galr2","galanin receptor 2"
"MMT00059364","Car15","carbonic anhydrase 15"
"MMT00059367","Uchl5","ubiquitin carboxyl-terminal esterase L5"
"MMT00059368","Retn","resistin"
"MMT00059369","1700037H04Rik","RIKEN cDNA 1700037H04 gene"
"MMT00059372","Abhd5","abhydrolase domain containing 5"
"MMT00059375",NA,NA
"MMT00059376","Prkrip1","Prkr interacting protein 1 (IL11 inducible)"
"MMT00059380","Aldoa","aldolase 1, A isoform"
"MMT00059386","2010106G01Rik","RIKEN cDNA 2010106G01 gene"
